age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3m_rate,number_of_employees,subscribed,contacted_before
44,white-collar,married,university.degree,no,yes,no,cellular,nov,thu,147,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
22,skilled-labor,single,professional.course,no,yes,no,cellular,dec,mon,1141,1,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,1,no
49,skilled-labor,married,professional.course,no,yes,no,cellular,jul,fri,579,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
33,skilled-labor,married,high.school,no,yes,yes,cellular,may,wed,323,2,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,no
44,white-collar,divorced,high.school,no,yes,yes,cellular,jul,thu,75,11,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
40,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,225,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
43,white-collar,divorced,high.school,no,no,no,cellular,jul,wed,764,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,no
35,white-collar,single,university.degree,no,no,no,cellular,may,fri,296,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
34,skilled-labor,single,professional.course,no,no,no,cellular,mar,fri,301,3,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,1,no
25,skilled-labor,single,high.school,no,no,no,cellular,jul,tue,32,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
79,not-working,married,basic.9y,no,yes,yes,cellular,may,mon,260,1,1,failure,-1.8,93.876,-40.0,0.697,5008.7,0,no
47,skilled-labor,married,high.school,no,no,no,telephone,jun,mon,548,8,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,no
32,skilled-labor,single,university.degree,no,no,no,telephone,may,wed,23,16,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
28,white-collar,single,university.degree,no,yes,no,cellular,sep,wed,358,3,1,success,-1.1,94.199,-37.5,0.88,4963.6,1,yes
47,white-collar,married,university.degree,no,yes,no,cellular,aug,tue,526,1,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,no
34,skilled-labor,married,professional.course,no,yes,yes,telephone,mar,mon,44,1,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,0,no
37,white-collar,single,university.degree,no,no,no,cellular,jul,fri,188,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
26,not-working,single,professional.course,no,yes,no,cellular,jun,wed,96,1,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,no
37,white-collar,divorced,university.degree,no,yes,no,cellular,may,mon,176,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,no
49,white-collar,married,high.school,no,yes,no,cellular,aug,mon,194,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,no
31,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,33,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,no
33,skilled-labor,married,high.school,no,yes,no,cellular,jul,fri,396,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
32,white-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,177,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
45,skilled-labor,married,high.school,no,yes,no,cellular,aug,thu,660,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
74,not-working,divorced,high.school,no,yes,yes,telephone,dec,mon,88,6,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,0,no
27,white-collar,married,university.degree,no,no,no,telephone,jul,wed,672,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
26,white-collar,single,university.degree,no,no,no,cellular,mar,thu,139,1,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1,no
23,not-working,single,basic.9y,no,yes,no,cellular,dec,tue,158,2,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,0,no
32,white-collar,single,university.degree,no,yes,no,cellular,mar,mon,116,1,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,1,no
43,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,778,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
38,self-employed,married,basic.6y,no,no,no,telephone,may,fri,152,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
26,skilled-labor,single,high.school,no,no,no,telephone,may,fri,177,4,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
53,white-collar,married,basic.6y,no,yes,no,cellular,apr,fri,100,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
33,skilled-labor,divorced,professional.course,no,yes,no,telephone,may,wed,103,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
34,white-collar,married,university.degree,no,yes,no,telephone,may,thu,419,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
33,blue-collar,married,basic.6y,no,no,no,cellular,jul,mon,122,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
26,skilled-labor,single,professional.course,no,no,no,cellular,jul,wed,169,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
32,skilled-labor,single,high.school,no,yes,no,cellular,may,thu,491,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,no
41,skilled-labor,single,university.degree,no,yes,no,cellular,aug,tue,87,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
37,white-collar,single,high.school,no,yes,no,cellular,jul,tue,234,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
62,white-collar,married,university.degree,no,no,no,cellular,aug,thu,68,1,1,failure,-2.9,92.201,-31.4,0.851,5076.2,0,no
41,white-collar,married,high.school,no,yes,no,cellular,jul,tue,312,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
41,white-collar,married,high.school,no,no,no,telephone,jun,mon,56,3,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,no
34,white-collar,married,high.school,no,no,no,cellular,jun,mon,135,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,67,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
31,white-collar,single,university.degree,no,yes,no,cellular,aug,thu,126,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
48,skilled-labor,married,university.degree,no,no,no,cellular,aug,fri,232,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
58,white-collar,single,university.degree,no,no,no,cellular,may,tue,358,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
31,white-collar,single,university.degree,no,no,no,cellular,aug,mon,413,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
34,skilled-labor,divorced,basic.9y,no,no,yes,cellular,may,mon,295,3,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
26,skilled-labor,single,professional.course,no,no,yes,cellular,jul,wed,168,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
35,skilled-labor,divorced,university.degree,no,no,no,cellular,may,mon,169,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,no
45,not-working,married,basic.4y,no,yes,yes,telephone,jun,fri,264,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,no
30,white-collar,married,university.degree,no,no,no,cellular,jul,fri,1164,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,134,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
44,skilled-labor,married,high.school,no,yes,yes,cellular,oct,mon,159,2,1,failure,-1.1,94.601,-49.5,1.0,4963.6,0,no
55,white-collar,married,university.degree,no,yes,no,telephone,jun,tue,22,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,no
30,self-employed,single,university.degree,no,no,no,telephone,jun,thu,39,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
33,white-collar,married,high.school,no,no,no,cellular,apr,thu,113,2,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0,no
35,white-collar,single,university.degree,no,yes,no,cellular,aug,tue,448,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
23,skilled-labor,married,professional.course,no,no,no,cellular,jul,thu,81,3,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
60,skilled-labor,married,basic.4y,no,yes,no,cellular,oct,tue,595,2,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,yes
51,white-collar,single,university.degree,no,no,no,telephone,aug,wed,214,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
54,skilled-labor,married,university.degree,no,yes,no,cellular,aug,wed,78,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
52,skilled-labor,married,professional.course,no,no,no,cellular,jun,mon,130,5,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,0,no
35,not-working,divorced,university.degree,no,no,no,cellular,apr,tue,253,1,1,failure,-1.8,93.075,-47.1,1.453,5099.1,0,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,150,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
48,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,290,5,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,no
35,white-collar,married,university.degree,no,yes,no,cellular,aug,fri,193,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
32,skilled-labor,single,university.degree,no,yes,no,cellular,apr,tue,60,3,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,no
52,skilled-labor,married,professional.course,no,yes,no,cellular,nov,fri,259,1,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,no
53,white-collar,divorced,university.degree,no,yes,yes,cellular,mar,thu,431,1,1,failure,-1.8,93.369,-34.8,0.654,5008.7,0,no
30,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,311,27,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
33,self-employed,married,university.degree,no,no,no,cellular,aug,fri,36,7,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
30,skilled-labor,single,university.degree,no,yes,no,cellular,may,mon,663,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,no
52,white-collar,married,university.degree,no,yes,no,cellular,nov,mon,68,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
46,white-collar,single,university.degree,no,no,yes,cellular,may,mon,114,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
43,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,982,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,no
49,white-collar,married,university.degree,no,no,no,cellular,sep,fri,110,6,3,failure,-1.1,94.199,-37.5,0.883,4963.6,0,no
39,white-collar,married,university.degree,no,no,no,telephone,may,tue,15,10,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
47,skilled-labor,married,university.degree,no,no,no,cellular,nov,wed,258,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
45,not-working,married,basic.9y,no,yes,no,cellular,nov,thu,454,5,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
30,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,138,2,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,no
36,skilled-labor,married,basic.6y,no,no,no,telephone,may,wed,80,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
31,skilled-labor,single,high.school,no,no,yes,telephone,jun,fri,99,5,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
37,white-collar,single,university.degree,no,yes,no,telephone,may,mon,168,5,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
30,skilled-labor,married,basic.9y,no,yes,no,telephone,may,thu,7,7,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,no
28,skilled-labor,single,university.degree,no,no,yes,cellular,apr,fri,97,1,1,failure,-1.8,93.749,-34.6,0.663,5008.7,0,no
52,blue-collar,married,high.school,no,yes,no,cellular,aug,tue,454,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
50,skilled-labor,married,high.school,no,yes,yes,telephone,jun,wed,64,6,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
44,white-collar,married,high.school,no,yes,no,cellular,jul,mon,53,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
34,white-collar,married,university.degree,no,yes,no,cellular,may,mon,351,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,849,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,no
36,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,295,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
37,skilled-labor,married,high.school,no,no,no,telephone,may,wed,110,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
29,skilled-labor,married,high.school,no,yes,no,cellular,aug,wed,90,2,1,success,-2.9,92.201,-31.4,0.879,5076.2,0,yes
33,skilled-labor,single,university.degree,no,no,no,telephone,may,wed,127,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
37,self-employed,divorced,university.degree,no,yes,no,cellular,may,thu,294,2,1,failure,-1.8,92.893,-46.2,1.27,5099.1,0,no
29,white-collar,married,high.school,no,no,no,cellular,jul,thu,468,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
32,skilled-labor,married,high.school,no,no,no,cellular,may,tue,79,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
48,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,240,2,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
51,white-collar,married,high.school,no,no,no,telephone,jun,fri,22,12,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
66,skilled-labor,married,professional.course,no,yes,no,telephone,aug,wed,150,2,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,no
31,white-collar,divorced,university.degree,no,yes,no,telephone,nov,tue,51,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
59,skilled-labor,married,professional.course,no,no,no,cellular,jul,thu,464,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
39,skilled-labor,married,university.degree,no,yes,no,cellular,apr,thu,369,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,no
32,white-collar,married,high.school,no,yes,no,cellular,aug,thu,117,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
26,white-collar,single,university.degree,no,yes,yes,cellular,jul,tue,65,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
35,white-collar,single,university.degree,no,no,no,cellular,may,wed,149,6,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
29,white-collar,single,university.degree,no,no,no,cellular,may,tue,245,6,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,no
51,skilled-labor,married,professional.course,no,no,no,cellular,nov,wed,272,1,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0,no
36,white-collar,married,university.degree,no,no,no,cellular,oct,wed,135,1,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,1,no
50,skilled-labor,single,high.school,no,yes,no,cellular,nov,fri,1195,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
44,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,135,3,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,no
37,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,158,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
43,white-collar,divorced,university.degree,no,yes,no,cellular,jul,tue,76,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
25,self-employed,married,professional.course,no,yes,no,telephone,jun,wed,394,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
53,white-collar,married,university.degree,no,yes,yes,cellular,dec,mon,433,1,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,0,no
51,skilled-labor,married,high.school,no,yes,no,cellular,sep,tue,208,1,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,yes
25,skilled-labor,married,professional.course,no,no,no,cellular,jul,thu,71,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
32,white-collar,single,university.degree,no,yes,yes,cellular,may,wed,84,2,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,no
50,skilled-labor,married,university.degree,no,yes,no,cellular,mar,fri,809,1,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1,no
32,white-collar,single,university.degree,no,no,no,cellular,aug,wed,327,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
58,skilled-labor,married,professional.course,no,yes,no,cellular,aug,tue,89,2,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,no
53,white-collar,married,university.degree,no,yes,no,cellular,aug,wed,79,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
26,white-collar,married,high.school,no,no,no,cellular,jun,wed,598,4,3,failure,-1.7,94.055,-39.8,0.767,4991.6,1,yes
59,not-working,married,basic.4y,no,yes,yes,telephone,jun,mon,322,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
40,blue-collar,single,basic.9y,no,no,no,cellular,apr,wed,274,1,1,failure,-1.8,93.075,-47.1,1.498,5099.1,0,no
27,self-employed,single,university.degree,no,no,no,telephone,jun,tue,259,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
33,white-collar,married,high.school,no,no,yes,cellular,aug,tue,113,1,2,success,-2.9,92.201,-31.4,0.859,5076.2,0,yes
37,white-collar,single,university.degree,no,no,yes,cellular,aug,mon,220,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
41,white-collar,married,university.degree,no,yes,no,cellular,apr,fri,212,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
23,not-working,single,basic.6y,no,yes,no,cellular,may,tue,258,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,no
42,blue-collar,married,basic.9y,no,yes,no,cellular,dec,wed,187,2,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,0,no
32,self-employed,single,university.degree,no,no,no,cellular,jul,thu,590,1,2,failure,-2.9,92.469,-33.6,1.072,5076.2,0,no
36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri,31,14,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
54,skilled-labor,married,high.school,no,yes,no,cellular,apr,mon,94,3,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
41,skilled-labor,married,high.school,no,no,no,cellular,mar,wed,396,2,0,nonexistent,-1.8,92.843,-50.0,1.778,5099.1,1,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,320,1,2,failure,-3.4,92.649,-30.1,0.715,5017.5,0,no
40,skilled-labor,married,professional.course,no,no,no,telephone,jun,fri,37,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
36,self-employed,married,university.degree,no,yes,no,cellular,mar,fri,101,1,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,0,no
33,white-collar,married,basic.9y,no,yes,no,telephone,may,fri,147,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,no
35,white-collar,married,university.degree,no,no,no,cellular,may,thu,597,3,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,no
33,skilled-labor,married,high.school,no,yes,no,cellular,may,wed,89,2,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,no
39,white-collar,divorced,high.school,no,yes,yes,cellular,apr,thu,433,2,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
34,skilled-labor,married,professional.course,no,no,yes,telephone,may,fri,388,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
29,self-employed,single,university.degree,no,yes,yes,cellular,sep,wed,95,2,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,no
46,skilled-labor,married,professional.course,no,yes,no,cellular,nov,mon,78,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
29,skilled-labor,married,university.degree,no,yes,no,telephone,may,wed,1118,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
39,skilled-labor,married,high.school,no,yes,no,cellular,jul,thu,68,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
31,not-working,single,university.degree,no,yes,no,cellular,jul,thu,324,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
41,skilled-labor,divorced,high.school,no,yes,no,telephone,may,thu,985,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,no
30,skilled-labor,single,high.school,no,yes,no,cellular,may,wed,202,3,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
29,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,503,7,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
47,white-collar,married,high.school,no,yes,yes,cellular,nov,fri,225,3,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,4,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,800,6,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
48,white-collar,divorced,university.degree,no,no,no,telephone,may,wed,236,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
37,blue-collar,single,professional.course,no,yes,yes,cellular,may,wed,161,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
30,white-collar,married,university.degree,no,no,no,cellular,may,tue,285,3,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,no
59,blue-collar,married,basic.4y,no,no,yes,cellular,jul,thu,7,21,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
25,white-collar,single,high.school,no,yes,no,cellular,jul,thu,103,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
58,white-collar,married,university.degree,no,no,no,cellular,jul,wed,292,6,1,failure,-2.9,92.469,-33.6,0.903,5076.2,0,no
56,not-working,divorced,basic.4y,no,no,yes,cellular,oct,fri,363,2,3,success,-1.1,94.601,-49.5,0.972,4963.6,1,yes
27,white-collar,single,high.school,no,yes,no,telephone,may,wed,1328,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,no
41,skilled-labor,married,basic.9y,no,yes,no,telephone,may,wed,210,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
34,white-collar,married,high.school,no,no,no,cellular,nov,tue,105,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
38,blue-collar,married,high.school,no,yes,no,cellular,jul,thu,108,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
30,white-collar,single,university.degree,no,yes,yes,cellular,apr,tue,178,1,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,no
28,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,254,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
47,white-collar,married,university.degree,no,yes,no,cellular,sep,mon,323,1,2,success,-3.4,92.379,-29.8,0.771,5017.5,1,yes
33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,203,4,1,failure,-1.8,92.843,-50.0,1.602,5099.1,1,no
31,white-collar,single,high.school,no,no,no,cellular,jul,fri,168,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
35,white-collar,married,university.degree,no,yes,no,cellular,oct,wed,300,1,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,no
41,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,95,1,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,no
32,white-collar,married,university.degree,no,yes,yes,telephone,may,mon,175,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,129,2,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
38,white-collar,single,basic.9y,no,no,no,telephone,jun,tue,98,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
50,white-collar,married,university.degree,no,no,no,cellular,aug,mon,70,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
48,white-collar,married,university.degree,no,yes,yes,cellular,jul,fri,154,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
38,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,493,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
30,self-employed,divorced,high.school,no,no,no,telephone,nov,fri,61,3,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,no
20,not-working,single,high.school,no,no,no,telephone,aug,fri,159,2,2,success,-2.9,92.201,-31.4,0.869,5076.2,0,yes
43,skilled-labor,married,high.school,no,yes,no,cellular,aug,wed,1363,1,0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,1,no
40,white-collar,single,high.school,no,yes,no,telephone,may,thu,132,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
56,white-collar,married,basic.9y,no,yes,no,cellular,jun,fri,146,1,1,failure,-2.9,92.963,-40.8,1.268,5076.2,0,no
36,white-collar,married,university.degree,no,no,no,cellular,nov,wed,75,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
49,white-collar,married,university.degree,no,no,no,telephone,jun,mon,202,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,no
31,white-collar,single,university.degree,no,no,no,telephone,may,mon,237,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
57,not-working,married,basic.4y,no,yes,no,telephone,may,mon,546,12,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
27,blue-collar,single,university.degree,no,no,no,cellular,jun,wed,722,2,0,nonexistent,-1.7,94.055,-39.8,0.715,4991.6,0,no
31,skilled-labor,single,university.degree,no,yes,no,cellular,aug,mon,144,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,143,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
28,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,113,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,no
34,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,905,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
70,not-working,married,professional.course,no,yes,no,cellular,aug,fri,94,4,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1,no
54,blue-collar,married,high.school,no,yes,yes,telephone,jun,wed,26,7,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
50,skilled-labor,single,high.school,no,no,no,cellular,jul,wed,117,7,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
32,white-collar,single,high.school,no,no,no,cellular,nov,wed,421,1,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,no
36,skilled-labor,married,high.school,no,yes,yes,cellular,apr,mon,42,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
